Typ,Datum,Kommando
"Text & Sökning","2025-10-24 12:39:49","tail -n 2 file1.txt"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part6.pn"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part6.png"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part5.png"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part4.png"
"Övrigt","2025-10-24 12:39:49","mkdir -p ~/final_lab/{docs,data,logs}"
"Filsystem","2025-10-24 12:39:49","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:39:49","rmdir ~/final_lab/logs"
"Filsystem","2025-10-24 12:39:49","ls -R ~/final_lab"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part4.png"
"Filsystem","2025-10-24 12:39:49","ls -l | grep "^d"        # listar bara kataloger"
"Filsystem","2025-10-24 12:39:49","ls -l | grep "file[13]""
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part7.png"
"Filsystem","2025-10-24 12:39:49","ls -l file1.txt"
"Övrigt","2025-10-24 12:39:49","chmod u+x,g-w file1.txt"
"System","2025-10-24 12:39:49","sudo chown root file2.txt    # (valfritt om du har sudo)"
"Filsystem","2025-10-24 12:39:49","ls -l"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part8.png"
"Övrigt","2025-10-24 12:39:49","cp file1.txt ~/final_lab/data/"
"Övrigt","2025-10-24 12:39:49","mv file2.txt renamed.txt"
"Övrigt","2025-10-24 12:39:49","rm file3.txt"
"Övrigt","2025-10-24 12:39:49","dd if=/dev/zero of=image_test.img bs=1M count=2"
"Filsystem","2025-10-24 12:39:49","ls -lh"
"Övrigt","2025-10-24 12:39:49","gnome-screenshot -a -f ~/docs-engine/assets/screenshot/part9.png"
"System","2025-10-24 12:39:49","sudo ls /root"
"Nätverk","2025-10-24 12:39:49","ifconfig   # eller ip a"
"Nätverk","2025-10-24 12:39:49","ping -c 2 8.8.8.8"
"Övrigt","2025-10-24 12:39:49","shutdown -h now"
"Övrigt","2025-10-24 12:39:49","reboot"
"Övrigt","2025-10-24 12:39:49","echo "=== System Information ===""
"Övrigt","2025-10-24 12:39:49","uname -a"
"Text & Sökning","2025-10-24 12:39:49","cat /etc/os-release | grep PRETTY_NAME"
"Övrigt","2025-10-24 12:39:49","whoami"
"Övrigt","2025-10-24 12:39:49","date"
"Skript","2025-10-24 12:39:49","Save as part1_sysinfo.sh"
"Filsystem","2025-10-24 12:39:49","ls -la"
"Övrigt","2025-10-24 12:39:49","exit"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"Övrigt","2025-10-24 12:39:49","nano ndg_html_report_interactive_v1.py"
"Skript","2025-10-24 12:39:49","./ndg_final_interactive_verbose_html_v6_auto.sh"
"Övrigt","2025-10-24 12:39:49","(~/docs-engine/logs/command_history_with_timestamps_*.txt; "
"Övrigt","2025-10-24 12:39:49","python3 ~/docs-engine/src/ndg_html_report_v6_final.py"
"Text & Sökning","2025-10-24 12:39:49","cat ~/.bash_history > ~/docs-engine/logs/full_bash_history.txt"
"Övrigt","2025-10-24 12:39:49","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:39:49","history > ~/docs-engine/logs/command_history_with_timestamps.txt"
"Text & Sökning","2025-10-24 12:39:49","grep "install " /var/log/dpkg.log* > ~/docs-engine/logs/installed_packages.log"
"System","2025-10-24 12:39:49","dpkg-query -l > ~/docs-engine/logs/all_installed_packages_current.txt"
"System","2025-10-24 12:39:49","sudo journalctl --since "2024-01-01" > ~/docs-engine/logs/system_journal_full.log"
"System","2025-10-24 12:39:49","sudo cat /var/log/auth.log* > ~/docs-engine/logs/auth_activity.log"
"Text & Sökning","2025-10-24 12:39:49","grep -E "(bash |sh |\.sh)" ~/docs-engine/logs/command_history_with_timestamps.txt > ~/docs-engine/logs/script_executions.log"
"Övrigt","2025-10-24 12:39:49","mkdir -p ~/docs-engine/logs"
"Filsystem","2025-10-24 12:39:49","ls -l ~/docs-engine"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/logs"
"Övrigt","2025-10-24 12:39:49","echo "Testlogg" > test.txt"
"Filsystem","2025-10-24 12:39:49","ls -l"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_full_activity_report.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/generate_full_activity_report.sh"
"Text & Sökning","2025-10-24 12:39:49","less ~/docs-engine/logs/full_activity_report_*.txt"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/generate_full_activity_report.sh"
"Text & Sökning","2025-10-24 12:39:49","less ~/docs-engine/logs/full_activity_report_*.txt"
"Text & Sökning","2025-10-24 12:39:49","grep -E '^2025-1(0|1|2)-|^2026-' /var/log/dpkg.log* > ~/docs-engine/logs/installed_packages_since_2025-10-10.log"
"Övrigt","2025-10-24 12:39:49","wc -l ~/docs-engine/logs/installed_packages_since_2025-10-10.log"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_full_activity_report_pro.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_full_activity_report_pro.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/generate_full_activity_report_pro.sh"
"System","2025-10-24 12:39:49","sudo ~/docs-engine/src/generate_full_activity_report_pro.sh"
"System","2025-10-24 12:39:49","sudo ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_full_activity_report_intel.sh"
"System","2025-10-24 12:39:49","sudo ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_full_activity_report_intel.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_full_activity_report_pro_timeline.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/generate_full_activity_report_pro_timeline.sh"
"System","2025-10-24 12:39:49","sudo ~/docs-engine/src/generate_full_activity_report_pro_timeline.sh"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/templates/style.css"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_full_activity_report_html.sh"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"System","2025-10-24 12:39:49","sudo apt install python3-flask python3-yagmail"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/src/feedback_server.py"
"Övrigt","2025-10-24 12:39:49","python3 ~/docs-engine/src/feedback_server.py"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/export"
"Övrigt","2025-10-24 12:39:49","python3 -m http.server 8080"
"Filsystem","2025-10-24 12:39:49","ls ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open ~/docs-engine/export/linux_portfolio_dashboard_*.html"
"Övrigt","2025-10-24 12:39:49","xdg-open /home/kate/docs-engine/export/linux_portfolio_dashboard_2025-10-23_08-44-58.html"
"Text & Sökning","2025-10-24 12:39:49","cat ~/docs-engine/logs/commands_per_day.csv"
"Övrigt","2025-10-24 12:39:49","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:39:49","history | awk '{print $1}' | sort | uniq -c | awk '{print $2","$1}' > ~/docs-engine/logs/commands_per_day.csv"
"Text & Sökning","2025-10-24 12:39:49","cat ~/docs-engine/logs/commands_per_day.csv"
"Övrigt","2025-10-24 12:39:49","export HISTTIMEFORMAT="%F %T ""
"Filsystem","2025-10-24 12:39:49","ls"
"Filsystem","2025-10-24 12:39:49","pwd"
"Övrigt","2025-10-24 12:39:49","whoami"
"Övrigt","2025-10-24 12:39:49","date"
"Övrigt","2025-10-24 12:39:49","uname -a"
"System","2025-10-24 12:39:49","sudo apt update"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open "$(ls -t ~/docs-engine/export/linux_portfolio_dashboard_*.html | head -n1)""
"Övrigt","2025-10-24 12:39:49","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:39:49","history | awk '{print $1}' | grep "^202" | sort | uniq -c | awk '{print $2","$1}' > ~/docs-engine/logs/commands_per_day.csv"
"Text & Sökning","2025-10-24 12:39:49","cat ~/docs-engine/logs/commands_per_day.csv"
"Övrigt","2025-10-24 12:39:49","whoami"
"Filsystem","2025-10-24 12:39:49","pwd"
"Filsystem","2025-10-24 12:39:49","ls -la"
"Övrigt","2025-10-24 12:39:49","uname -a"
"Övrigt","2025-10-24 12:39:49","date"
"System","2025-10-24 12:39:49","sudo apt list --upgradable"
"Övrigt","2025-10-24 12:39:49","history -a"
"Övrigt","2025-10-24 12:39:49","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:39:49","history | awk '{print $1}' | grep "^202" | sort | uniq -c | awk '{print $2","$1}' > ~/docs-engine/logs/commands_per_day.csv"
"Text & Sökning","2025-10-24 12:39:49","cat ~/docs-engine/logs/commands_per_day.csv"
"Övrigt","2025-10-24 12:39:49","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:39:49","history -w"
"Övrigt","2025-10-24 12:39:49","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:39:49","history | awk '{print $1}' | grep "^202" | sort | uniq -c | awk '{print $2","$1}' > ~/docs-engine/logs/commands_per_day.csv"
"Text & Sökning","2025-10-24 12:39:49","cat ~/docs-engine/logs/commands_per_day.csv"
"Övrigt","2025-10-24 12:39:49","export HISTTIMEFORMAT="%F %T ""
"Övrigt","2025-10-24 12:39:49","history -w"
"Text & Sökning","2025-10-24 12:39:49","cat ~/.bash_history | head -n 50"
"Text & Sökning","2025-10-24 12:39:49","awk 'BEGIN{FS="\n"; RS="#"} NR>1 {cmd=$2; "date -d @"$1" +%F" | getline d; if(d!="") c[d]++} END{for(i in c) print i","c[i]}' ~/.bash_history | sort > ~/docs-engine/logs/commands_per_day.csv"
"Text & Sökning","2025-10-24 12:39:49","cat ~/docs-engine/logs/commands_per_day.csv"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/src/generate_full_activity_report_html_v2.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open "$(ls -t ~/docs-engine/export/linux_portfolio_dashboard_*.html | head -n1)""
"Text & Sökning","2025-10-24 12:39:49","awk '"
"Övrigt","2025-10-24 12:39:49","  /^#[0-9]+/ {"
"Övrigt","2025-10-24 12:39:49","    ts=$0"
"Övrigt","2025-10-24 12:39:49","    gsub("#","",ts)"
"Övrigt","2025-10-24 12:39:49","    cmd="""
"Övrigt","2025-10-24 12:39:49","    getline cmd"
"Övrigt","2025-10-24 12:39:49","    if (cmd != "" && ts != "") {"
"Övrigt","2025-10-24 12:39:49","      "date -d @"ts" +%F" | getline d"
"Övrigt","2025-10-24 12:39:49","      c[d]++"
"Övrigt","2025-10-24 12:39:49","    }"
"Övrigt","2025-10-24 12:39:49","  }"
"Övrigt","2025-10-24 12:39:49","  END {"
"Övrigt","2025-10-24 12:39:49","    for (d in c) print d","c[d]"
"Övrigt","2025-10-24 12:39:49","  }"
"Övrigt","2025-10-24 12:39:49","' ~/.bash_history | sort > ~/docs-engine/logs/commands_per_day.csv"
"Filsystem","2025-10-24 12:39:49","cd ~/docs-engine/src"
"System","2025-10-24 12:39:49","sudo ./generate_full_activity_report_intel.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open /home/kate/docs-engine/export/linux_portfolio_intel_report_2025-10-23_08-58-35.pdf"
"Övrigt","2025-10-24 12:39:49","~/docs-engine/export/linux_portfolio_final_report_<date>.html"
"Övrigt","2025-10-24 12:39:49","~/docs-engine/export/linux_portfolio_final_report_<date>.pdf"
"Övrigt","2025-10-24 12:39:49","xdg-open "$(ls -t ~/docs-engine/export/linux_portfolio_final_report_*.html | head -n1)""
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/generate_full_activity_report_html_v3.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/generate_full_activity_report_html_v3.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/generate_full_activity_report_html_v3.sh"
"Övrigt","2025-10-24 12:39:49","xdg-open "$(ls -t ~/docs-engine/export/linux_portfolio_final_report_*.html | head -n1)""
"System","2025-10-24 12:39:49","dpkg-query -l > ~/docs-engine/logs/all_installed_packages_current.txt"
"System","2025-10-24 12:39:49","sudo journalctl --since "2024-01-01" > ~/docs-engine/logs/system_journal_full.log"
"System","2025-10-24 12:39:49","sudo journalctl --since "20254-01-01" > ~/docs-engine/logs/system_journal_full.log"
"System","2025-10-24 12:39:49","sudo journalctl --since "2025-10-10" > ~/docs-engine/logs/system_journal_full.log"
"System","2025-10-24 12:39:49","sudo cat /var/log/auth.log* > ~/docs-engine/logs/auth_activity.log"
"Filsystem","2025-10-24 12:39:49","find ~/docs-engine/src -type f -name "*.sh" > ~/docs-engine/logs/custom_scripts_list.txt"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/generate_full_activity_report.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/generate_full_activity_report.sh"
"Övrigt","2025-10-24 12:39:49","pandoc ~/docs-engine/logs/full_activity_report_*.txt --standalone --from markdown --to pdf -o ~/docs-engine/export/full_activity_report.pdf"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/clean_emoji.sh"
"Skript","2025-10-24 12:39:49","chmod +x ~/docs-engine/src/clean_emoji.sh"
"Övrigt","2025-10-24 12:39:49","~/docs-engine/src/clean_emoji.sh ~/docs-engine/logs/full_activity_report_*.txt /tmp/clean_report.txt"
"Övrigt","2025-10-24 12:39:49","pandoc /tmp/clean_report.txt --standalone --pdf-engine=xelatex -o ~/docs-engine/export/full_activity_report.pdf"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab_export1.sh"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/src/lab_export1.sh"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/src/generate_logs.sh"
"Filsystem","2025-10-24 12:39:49","ls -lh ~/docs-engine/logs/*.txt"
"Skript","2025-10-24 12:39:49","nano ~/docs-engine/src/lab_export1.sh"
"Skript","2025-10-24 12:39:49","~/docs-engine/src/lab_export1.sh"
"Skript","2025-10-24 12:39:49","bash ~/docs-engine/src/lab_export1.sh"
"Filsystem","2025-10-24 12:39:49","ls -lh ~/docs-engine/logs/*.txt"
"Övrigt","2025-10-24 12:39:49","bash -x ~/docs-engine/src/lab_auto.sh | tee ~/docs-engine/logs/lab_auto_debug.log"
"Skript","2025-10-24 12:39:49","~/scripts/create_doc.sh"
"Övrigt","2025-10-24 12:39:49","nano ~/linux_assignment_report.html"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/export/linux_final_submission.html"
"Övrigt","2025-10-24 12:39:49","~/docs-engine/export/linux_final_submission.html"
"Övrigt","2025-10-24 12:39:49","xdg-open ~/docs-engine/export/linux_final_submission.html"
"Filsystem","2025-10-24 12:39:49","ls -lt ~/docs-engine/export ~/docs-engine/exports/html"
"Text & Sökning","2025-10-24 12:39:49","cat ~/docs-engine/src/master_parts.md"
"Övrigt","2025-10-24 12:39:49","nano ~/docs-engine/src/master_parts.md"
"System","2025-10-24 12:42:01","sudo apt updat"
"System","2025-10-24 12:42:01","sudo_root"
"System","2025-10-24 12:42:01","sudo apt updat"
"System","2025-10-24 12:42:01","sudo apt update"
"Övrigt","2025-10-24 12:42:01","reboot"
"Övrigt","2025-10-24 12:42:01","uname -a"
"Övrigt","2025-10-24 12:42:01","whoami"
"Filsystem","2025-10-24 12:42:01","ls -1"
"Text & Sökning","2025-10-24 12:42:01","grep"
"Text & Sökning","2025-10-24 12:42:01","grep root"
"Övrigt","2025-10-24 12:42:01","mkdir -p ~/scripts"
"Filsystem","2025-10-24 12:42:01","cd ~/scripts"
"Skript","2025-10-24 12:42:01","nano create_doc.sh"
"Skript","2025-10-24 12:42:01","chmod +x create_doc.sh"
"Skript","2025-10-24 12:42:01","./create_doc.sh"
"Filsystem","2025-10-24 12:42:01","cd ~/scripts"
"Skript","2025-10-24 12:42:01","nano create_doc.sh"
"Skript","2025-10-24 12:42:01","./create_doc.sh"
"Filsystem","2025-10-24 12:42:01","ls ~/scripts"
"Text & Sökning","2025-10-24 12:42:01","cat ~/scripts/loggrapport.txt"
"Filsystem","2025-10-24 12:42:01","ls ~/scripts"
"Filsystem","2025-10-24 12:42:01","ls ~/doc_templates"
"Övrigt","2025-10-24 12:42:01","nano ~/doc_templates/template_txt.txt"
"Övrigt","2025-10-24 12:42:01","mkdir -p ~/doc_templates"
"Övrigt","2025-10-24 12:42:01","nano ~/doc_templates/template_txt.txt"
"Filsystem","2025-10-24 12:42:01","cd ~/scripts"
"Skript","2025-10-24 12:42:01","./create_doc.sh"
"Text & Sökning","2025-10-24 12:42:01","cat loggrapport.txt"
"Text & Sökning","2025-10-24 12:42:01","cat ~/doc_templates/template_txt.txt"
"Skript","2025-10-24 12:42:01","./create_doc.sh"
"Text & Sökning","2025-10-24 12:42:01","cat loggrapport.txt"
"Skript","2025-10-24 12:42:01","nano ~/scripts/create_doc.sh"
"Övrigt","2025-10-24 12:42:01","read -p "Ange filnamn (inkl. ändelse, t.ex. main.cpp): " filename"
"Övrigt","2025-10-24 12:42:01","read -p "Projekt/titel: " project"
"Övrigt","2025-10-24 12:42:01","read -p "Version: " version"
"Övrigt","2025-10-24 12:42:01","read -p "Syfte/beskrivning: " purpose"
"Övrigt","2025-10-24 12:42:01","timestamp=$(date "+%Y-%m-%d %H:%M:%S")"
"Övrigt","2025-10-24 12:42:01","user=$(whoami)"
"Övrigt","2025-10-24 12:42:01","host=$(hostname)"
"Övrigt","2025-10-24 12:42:01","if [ -z "$filename" ]; then   filename="untitled.txt"; fi"
"Övrigt","2025-10-24 12:42:01","case "$filename" in   *.txt)   doc_type="Text";     template="template_txt.txt";;   *.md)    doc_type="Markdown"; template="template_md.txt";;   *.html)  doc_type="HTML";     template="template_html.txt";;   *.cpp)   doc_type="C++";      template="template_cpp.txt";;   *.py)    doc_type="Python";   template="template_py.txt";;   *.sh)    doc_type="Shell";    template="template_sh.txt";;   *)       doc_type="Okänd";    template="template_txt.txt";; esac"
"Övrigt","2025-10-24 12:42:01","template_path="$HOME/doc_templates/$template""
"Övrigt","2025-10-24 12:42:01","if [ -f "$template_path" ]; then   content=$(cat "$template_path");   content="${content//\[FILNAMN\]/$filename}";   content="${content//\[DATUM\]/$timestamp}";   content="${content//\[USER\]/$user}";   content="${content//\[PROJEKT\]/$project}";   content="${content//\[VERSION\]/$version}";   content="${content//\[SYFTE\]/$purpose}"; else   content="⚠ Mallfil saknas: $template_path"; fi"
"Övrigt","2025-10-24 12:42:01","echo "$content" > "$filename""
"Övrigt","2025-10-24 12:42:01","echo -e "\e[32m✔ Fil skapad med mallinnehåll: $filename\e[0m""
"Text & Sökning","2025-10-24 12:42:01","cat <<EOF >> ~/doc_log.md"
"Övrigt","2025-10-24 12:42:01","- 📄 Fil: $filename"
"Övrigt","2025-10-24 12:42:01","- 📦 Projekt: $project"
"Övrigt","2025-10-24 12:42:01","- 🔖 Version: $version"
"Övrigt","2025-10-24 12:42:01","- 👤 Användare: $user@$host"
"Övrigt","2025-10-24 12:42:01","- 🎯 Syfte: $purpose"
"Övrigt","2025-10-24 12:42:01","---"
"Övrigt","2025-10-24 12:42:01","EOF"
"Text & Sökning","2025-10-24 12:42:01","cat <<EOF >> ~/doc_log.html"
"Övrigt","2025-10-24 12:42:01","  <li><strong>Fil:</strong> $filename</li>"
"Övrigt","2025-10-24 12:42:01","  <li><strong>Projekt:</strong> $project</li>"
"Övrigt","2025-10-24 12:42:01","  <li><strong>Version:</strong> $version</li>"
"Övrigt","2025-10-24 12:42:01","  <li><strong>Användare:</strong> $user@$host</li>"
"Övrigt","2025-10-24 12:42:01","  <li><strong>Syfte:</strong> $purpose</li>"
"Övrigt","2025-10-24 12:42:01","EOF"
"Övrigt","2025-10-24 12:42:01","echo -e "\e[33m⚠ Metadata loggad i ~/doc_log.md och ~/doc_log.html\e[0m""
"Övrigt","2025-10-24 12:42:01","read -p "Vill du öppna filen nu i terminalen? (j/n): " open_now"
"Övrigt","2025-10-24 12:42:01","if [[ "$open_now" == "j" ]]; then   nano "$filename""
"Övrigt","2025-10-24 12:42:01","rm "nano ~/scripts/create_doc.sh""
"Filsystem","2025-10-24 12:42:01","ls -l"
"Skript","2025-10-24 12:42:01","~/scripts/create_doc.sh"
"Text & Sökning","2025-10-24 12:42:01","cat rapport.md"
"Övrigt","2025-10-24 12:42:01","1"
"Övrigt","2025-10-24 12:42:01","nano ~/doc_templates/template_md.txt"
"Skript","2025-10-24 12:42:01","~/scripts/create_doc.sh"
"Filsystem","2025-10-24 12:42:01","ls -l"
"Text & Sökning","2025-10-24 12:42:01","cat rapport.md"
"Övrigt","2025-10-24 12:42:01","exit"
"Filsystem","2025-10-24 12:42:01","ls -l /home/kate/doc_templates/"
"Filsystem","2025-10-24 12:42:01","pwd"
"Övrigt","2025-10-24 12:42:01","echo "Söker mallfil i: $MALLFIL""
